zip,count,rate_10k,date
97341,-1,-1,2020-11-04
97344,-1,-1,2020-11-04
97347,10,532.5,2020-11-04
97348,-1,-1,2020-11-04
97351,134,1300.1,2020-11-04
97352,28,499.6,2020-11-04
97355,229,800.3,2020-11-04
97358,-1,-1,2020-11-04
97360,-1,-1,2020-11-04
97361,91,808.3,2020-11-04
97362,75,1728.9,2020-11-04
97365,332,3090.1,2020-11-04
97366,10,684.9,2020-11-04
97367,97,1030.2,2020-11-04
97368,-1,-1,2020-11-04
97370,52,628.7,2020-11-04
97374,34,645.7,2020-11-04
97375,16,1278,2020-11-04
97376,-1,-1,2020-11-04
97378,34,382.8,2020-11-04
97380,13,530.8,2020-11-04
97381,165,1121.6,2020-11-04
97383,98,1022.2,2020-11-04
97385,31,951.8,2020-11-04
97386,46,339.1,2020-11-04
97389,16,954.7,2020-11-04
97391,28,524,2020-11-04
97392,53,1021,2020-11-04
97394,10,215.4,2020-11-04
97396,10,317.1,2020-11-04
97401,544,1342.5,2020-11-04
97402,386,766.8,2020-11-04
97403,168,1445.5,2020-11-04
97404,224,694.5,2020-11-04
97405,154,344.9,2020-11-04
97408,92,785.6,2020-11-04
97411,-1,-1,2020-11-04
97415,50,355.8,2020-11-04
97417,-1,-1,2020-11-04
97419,-1,-1,2020-11-04
97420,141,513.2,2020-11-04
97423,17,249.7,2020-11-04
97424,77,437.6,2020-11-04
97426,41,422,2020-11-04
97431,-1,-1,2020-11-04
97435,-1,-1,2020-11-04
97437,-1,-1,2020-11-04
97438,10,839.6,2020-11-04
97439,34,237,2020-11-04
97442,-1,-1,2020-11-04
97443,-1,-1,2020-11-04
97444,-1,-1,2020-11-04
97446,52,1080.6,2020-11-04
97448,67,547.2,2020-11-04
97449,-1,-1,2020-11-04
97452,-1,-1,2020-11-04
97454,-1,-1,2020-11-04
97455,18,709.2,2020-11-04
97456,13,435.5,2020-11-04
97457,47,460.4,2020-11-04
97458,-1,-1,2020-11-04
97459,85,603,2020-11-04
97462,16,406.3,2020-11-04
97463,15,386.9,2020-11-04
97465,-1,-1,2020-11-04
97467,-1,-1,2020-11-04
97469,-1,-1,2020-11-04
97470,73,365.3,2020-11-04
97471,100,343.6,2020-11-04
97477,224,607.5,2020-11-04
97478,260,702.5,2020-11-04
97479,62,652.3,2020-11-04
97487,50,591.8,2020-11-04
97488,-1,-1,2020-11-04
97495,-1,-1,2020-11-04
97496,19,248.9,2020-11-04
97497,0,0,2020-11-04
97498,-1,-1,2020-11-04
97499,-1,-1,2020-11-04
97501,657,1559.9,2020-11-04
97502,217,783.6,2020-11-04
97503,229,2175.2,2020-11-04
97504,395,888.8,2020-11-04
97520,114,465.9,2020-11-04
97523,15,239.5,2020-11-04
97524,114,788.4,2020-11-04
97525,26,565.1,2020-11-04
97526,114,333.3,2020-11-04
97527,109,323.3,2020-11-04
97530,29,419.3,2020-11-04
97532,-1,-1,2020-11-04
97535,33,653.9,2020-11-04
97537,24,346.9,2020-11-04
97538,-1,-1,2020-11-04
97539,11,330.4,2020-11-04
97540,62,781.8,2020-11-04
97541,-1,-1,2020-11-04
97544,0,0,2020-11-04
97601,149,663.4,2020-11-04
97603,200,677.4,2020-11-04
97623,-1,-1,2020-11-04
97624,32,914.3,2020-11-04
97630,35,686.8,2020-11-04
97632,10,682.1,2020-11-04
97633,14,1028.7,2020-11-04
97641,10,761.6,2020-11-04
97701,328,556,2020-11-04
97702,386,951.1,2020-11-04
97703,196,590.6,2020-11-04
97707,20,344,2020-11-04
97708,-1,-1,2020-11-04
97720,24,529.8,2020-11-04
97734,32,1148.6,2020-11-04
97738,12,618.2,2020-11-04
97739,31,281.4,2020-11-04
97741,216,1813.3,2020-11-04
97753,-1,-1,2020-11-04
97754,110,592.2,2020-11-04
97756,256,762.9,2020-11-04
97759,42,667.3,2020-11-04
97760,37,547.6,2020-11-04
97761,346,8678.2,2020-11-04
97801,811,3768.4,2020-11-04
97813,13,998.5,2020-11-04
97814,116,936.8,2020-11-04
97818,386,9281.1,2020-11-04
97820,-1,-1,2020-11-04
97824,11,662.3,2020-11-04
97826,29,2672.8,2020-11-04
97827,23,875.2,2020-11-04
97828,22,704.2,2020-11-04
97836,12,605.1,2020-11-04
97838,1706,6730.8,2020-11-04
97844,148,3888.6,2020-11-04
97845,-1,-1,2020-11-04
97846,12,634.6,2020-11-04
97850,421,2483,2020-11-04
97862,208,1783,2020-11-04
97865,-1,-1,2020-11-04
97868,32,1607.2,2020-11-04
97869,-1,-1,2020-11-04
97875,137,5249,2020-11-04
97882,521,6713.9,2020-11-04
97883,13,525.7,2020-11-04
97885,18,1301.5,2020-11-04
97886,14,1228.1,2020-11-04
97913,337,6097.3,2020-11-04
97914,1447,7534.5,2020-11-04
97918,160,3526.6,2020-11-04
