zip,count,rate_10k,date
97838,1545,6095.6,2020-09-30
97844,131,3441.9,2020-09-30
97845,-1,-1,2020-09-30
97846,-1,-1,2020-09-30
97850,386,2276.6,2020-09-30
97862,157,1345.8,2020-09-30
97865,-1,-1,2020-09-30
97868,22,1105,2020-09-30
97869,-1,-1,2020-09-30
97875,132,5057.5,2020-09-30
97882,462,5953.6,2020-09-30
97883,11,444.8,2020-09-30
97885,-1,-1,2020-09-30
97886,13,1140.4,2020-09-30
97913,267,4830.8,2020-09-30
97914,1209,6295.2,2020-09-30
97918,123,2711,2020-09-30
