zip,count,rate_10k,date
97131,-1,-1,2020-11-11
97132,268,947.7,2020-11-11
97133,26,650,2020-11-11
97136,-1,-1,2020-11-11
97137,15,1147.7,2020-11-11
97138,58,578.8,2020-11-11
97140,153,651.8,2020-11-11
97141,54,411,2020-11-11
97146,100,1693.5,2020-11-11
97148,27,792.7,2020-11-11
97201,122,787.9,2020-11-11
97202,252,650.1,2020-11-11
97203,504,1623.6,2020-11-11
97204,16,1544.4,2020-11-11
97205,38,494.3,2020-11-11
97206,507,1065.2,2020-11-11
97209,216,1444.8,2020-11-11
97210,68,624.6,2020-11-11
97211,307,982.3,2020-11-11
97212,136,563.7,2020-11-11
97213,236,807.7,2020-11-11
97214,194,814.7,2020-11-11
97215,152,928.2,2020-11-11
97216,275,1763.5,2020-11-11
97217,310,986.1,2020-11-11
97218,324,2225.1,2020-11-11
97219,291,751.8,2020-11-11
97220,508,1782.8,2020-11-11
97221,76,653.5,2020-11-11
97222,365,1043.5,2020-11-11
97223,447,957.2,2020-11-11
97224,300,963.9,2020-11-11
97225,212,876.9,2020-11-11
97227,50,1299.7,2020-11-11
97229,380,652.7,2020-11-11
97230,913,2296.7,2020-11-11
97231,27,630.8,2020-11-11
97232,90,784.5,2020-11-11
97233,1305,3315,2020-11-11
97236,1115,3025.6,2020-11-11
97239,131,925.8,2020-11-11
97266,617,1852.9,2020-11-11
97267,325,1053.9,2020-11-11
97301,1196,2234.8,2020-11-11
97302,371,999.2,2020-11-11
97303,659,1704.5,2020-11-11
97304,427,1500.7,2020-11-11
97305,1174,2922.1,2020-11-11
97306,370,1352.3,2020-11-11
97317,496,2036.5,2020-11-11
97321,221,886.6,2020-11-11
97322,333,978.3,2020-11-11
97324,-1,-1,2020-11-11
97325,63,952.5,2020-11-11
97327,-1,-1,2020-11-11
97330,245,590.8,2020-11-11
97331,29,1204.3,2020-11-11
97333,113,528.6,2020-11-11
97338,93,464,2020-11-11
97341,-1,-1,2020-11-11
97344,-1,-1,2020-11-11
97347,14,745.5,2020-11-11
97348,-1,-1,2020-11-11
97351,155,1503.8,2020-11-11
97352,41,731.6,2020-11-11
97355,269,940.1,2020-11-11
97358,-1,-1,2020-11-11
97360,-1,-1,2020-11-11
97361,100,888.3,2020-11-11
97362,78,1798.1,2020-11-11
97365,335,3118,2020-11-11
97366,10,684.9,2020-11-11
97367,98,1040.8,2020-11-11
97368,-1,-1,2020-11-11
97370,56,677.1,2020-11-11
97374,36,683.6,2020-11-11
97375,16,1278,2020-11-11
97376,-1,-1,2020-11-11
97378,36,405.3,2020-11-11
97380,13,530.8,2020-11-11
97381,180,1223.6,2020-11-11
97383,103,1074.4,2020-11-11
97385,31,951.8,2020-11-11
97386,55,405.4,2020-11-11
97389,20,1193.3,2020-11-11
97391,28,524,2020-11-11
97392,67,1290.7,2020-11-11
97394,10,215.4,2020-11-11
97396,11,348.8,2020-11-11
97401,589,1453.6,2020-11-11
97402,441,876,2020-11-11
97403,175,1505.8,2020-11-11
97404,253,784.4,2020-11-11
97405,182,407.7,2020-11-11
97408,99,845.4,2020-11-11
97411,10,143.8,2020-11-11
97415,54,384.3,2020-11-11
97417,-1,-1,2020-11-11
97419,12,1125.7,2020-11-11
97420,148,538.7,2020-11-11
97423,20,293.7,2020-11-11
97424,83,471.8,2020-11-11
97426,43,442.6,2020-11-11
97431,-1,-1,2020-11-11
97435,-1,-1,2020-11-11
97437,-1,-1,2020-11-11
97438,10,839.6,2020-11-11
97439,35,244,2020-11-11
97442,-1,-1,2020-11-11
97443,11,492.8,2020-11-11
97444,12,231.6,2020-11-11
97446,52,1080.6,2020-11-11
97448,76,620.7,2020-11-11
97449,-1,-1,2020-11-11
97452,-1,-1,2020-11-11
97454,-1,-1,2020-11-11
97455,20,788,2020-11-11
97456,18,603,2020-11-11
97457,61,597.6,2020-11-11
97458,-1,-1,2020-11-11
97459,92,652.7,2020-11-11
97462,18,457.1,2020-11-11
97463,16,412.7,2020-11-11
97465,-1,-1,2020-11-11
97467,12,224.8,2020-11-11
97469,-1,-1,2020-11-11
97470,104,520.4,2020-11-11
97471,122,419.2,2020-11-11
97477,264,716,2020-11-11
97478,277,748.4,2020-11-11
97479,80,841.7,2020-11-11
97487,52,615.5,2020-11-11
97488,-1,-1,2020-11-11
97495,-1,-1,2020-11-11
97496,23,301.3,2020-11-11
97497,-1,-1,2020-11-11
97498,-1,-1,2020-11-11
97499,-1,-1,2020-11-11
97501,777,1844.9,2020-11-11
97502,285,1029.1,2020-11-11
97503,273,2593.1,2020-11-11
97504,518,1165.5,2020-11-11
97520,133,543.5,2020-11-11
97523,18,287.4,2020-11-11
97524,138,954.4,2020-11-11
97525,31,673.8,2020-11-11
97526,124,362.5,2020-11-11
97527,122,361.9,2020-11-11
97530,43,621.7,2020-11-11
97532,-1,-1,2020-11-11
97535,43,852,2020-11-11
97537,29,419.2,2020-11-11
97538,-1,-1,2020-11-11
97539,15,450.6,2020-11-11
97540,66,832.3,2020-11-11
97541,-1,-1,2020-11-11
97544,-1,-1,2020-11-11
97601,159,708,2020-11-11
97603,222,751.9,2020-11-11
97623,10,432.9,2020-11-11
97624,35,1000,2020-11-11
97630,36,706.4,2020-11-11
97632,10,682.1,2020-11-11
97633,15,1102.1,2020-11-11
97641,10,761.6,2020-11-11
97701,382,647.5,2020-11-11
97702,433,1066.9,2020-11-11
97703,230,693.1,2020-11-11
97707,24,412.8,2020-11-11
97708,-1,-1,2020-11-11
97720,29,640.2,2020-11-11
97734,33,1184.5,2020-11-11
97738,15,772.8,2020-11-11
97739,33,299.5,2020-11-11
97741,231,1939.2,2020-11-11
97753,11,545.6,2020-11-11
97754,128,689.1,2020-11-11
97756,289,861.3,2020-11-11
97759,51,810.3,2020-11-11
97760,42,621.6,2020-11-11
97761,353,8853.8,2020-11-11
97801,851,3954.3,2020-11-11
97813,16,1228.9,2020-11-11
97814,146,1179.1,2020-11-11
97818,394,9473.4,2020-11-11
97820,-1,-1,2020-11-11
97824,13,782.7,2020-11-11
97826,30,2765,2020-11-11
97827,24,913.2,2020-11-11
97828,24,768.2,2020-11-11
97836,14,706,2020-11-11
97838,1767,6971.5,2020-11-11
97844,157,4125.1,2020-11-11
97845,28,1055.8,2020-11-11
97846,12,634.6,2020-11-11
97850,466,2748.5,2020-11-11
97862,243,2083,2020-11-11
97865,-1,-1,2020-11-11
97868,37,1858.4,2020-11-11
97869,-1,-1,2020-11-11
97875,144,5517.2,2020-11-11
97882,528,6804.1,2020-11-11
97883,15,606.6,2020-11-11
97885,21,1518.4,2020-11-11
97886,14,1228.1,2020-11-11
97913,356,6441.1,2020-11-11
97914,1501,7815.7,2020-11-11
97918,177,3901.3,2020-11-11
